driverid,truckid,model,event,latitude,longitude,city,state,velocity,event_ind,idling_ind
A87,A87,Kenworth,normal,40.761243,-123.994778,Kneeland,California,31,0,0
A100,A100,Peterbilt,normal,38.40765,-122.947713,Occidental,California,60,0,0
A39,A39,Caterpillar,unsafe following distance,37.968812,-121.668008,Knightsen,California,40,1,0
A46,A46,Volvo,normal,36.746842,-119.772587,Fresno,California,0,0,1
A38,A38,Hino,normal,38.440467,-122.714431,Santa Rosa,California,15,0,0
A30,A30,Ford,normal,36.471865,-6.196595,San Fernando,California,17,0,0
A66,A66,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,69,0,0
A57,A57,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A38,A38,Hino,normal,36.977173,-121.899402,Aptos,California,46,0,0
A55,A55,Caterpillar,normal,37.639097,-120.996878,Modesto,California,19,0,0
A65,A65,Hino,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A21,A21,Hino,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A69,A69,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,21,0,0
A51,A51,Crane,normal,38.297538,-122.286865,Napa,California,0,0,1
A10,A10,Peterbilt,unsafe following distance,37.941325,-122.484704,San Quentin,California,0,1,1
A84,A84,Freightliner,normal,39.409608,-123.355566,Willits,California,17,0,0
A44,A44,Peterbilt,lane departure,38.36408,-122.524149,Glen Ellen,California,0,1,1
A24,A24,Navistar,normal,39.017396,-122.057748,Arbuckle,California,68,0,0
A48,A48,Peterbilt,normal,32.811161,-115.380264,Holtville,California,64,0,0
A7,A7,Ford,normal,38.440467,-122.714431,Santa Rosa,California,34,0,0
A85,A85,Ford,normal,38.716687,-121.364422,Antelope,California,0,0,1
A52,A52,Ford,normal,36.471865,-6.196595,San Fernando,California,75,0,0
A77,A77,Ford,normal,37.962146,-122.345526,San Pablo,California,53,0,0
A9,A9,Volvo,normal,32.715329,-117.157255,San Diego,California,35,0,0
A45,A45,Caterpillar,normal,38.161861,-121.611621,Isleton,California,58,0,0
A68,A68,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,51,0,0
A94,A94,Volvo,normal,38.130197,-121.272447,Lodi,California,54,0,0
A76,A76,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A39,A39,Caterpillar,normal,38.716687,-121.364422,Antelope,California,54,0,0
A99,A99,Peterbilt,normal,33.846404,-118.046731,La Palma,California,69,0,0
A61,A61,Freightliner,normal,38.799703,-121.720574,Knights Landing,California,25,0,0
A7,A7,Ford,normal,40.563763,-122.238892,Palo Cedro,California,45,0,0
A29,A29,Ford,normal,33.19587,-117.379483,Oceanside,California,18,0,0
A39,A39,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,26,0,0
A74,A74,Kenworth,normal,36.852455,-121.401602,Hollister,California,73,0,0
A45,A45,Caterpillar,normal,33.846404,-118.046731,La Palma,California,16,0,0
A47,A47,Peterbilt,normal,36.852455,-121.401602,Hollister,California,37,0,0
A82,A82,Caterpillar,normal,37.639097,-120.996878,Modesto,California,71,0,0
A21,A21,Hino,normal,38.805462,-123.017223,Cloverdale,California,60,0,0
A59,A59,Ford,normal,38.297538,-122.286865,Napa,California,0,0,1
A38,A38,Hino,normal,38.799703,-121.720574,Knights Landing,California,70,0,0
A23,A23,Ford,normal,32.715329,-117.157255,San Diego,California,33,0,0
A11,A11,Peterbilt,normal,38.799703,-121.720574,Knights Landing,California,0,0,1
A20,A20,Western Star,normal,35.098865,-120.612393,Oceano,California,75,0,0
A74,A74,Kenworth,normal,34.579434,-118.116461,Palmdale,California,56,0,0
A72,A72,Caterpillar,normal,34.500831,-117.185876,Apple Valley,California,56,0,0
A58,A58,Ford,normal,34.953034,-120.435719,Santa Maria,California,39,0,0
A36,A36,Ford,normal,39.409608,-123.355566,Willits,California,35,0,0
A51,A51,Crane,normal,38.716687,-121.364422,Antelope,California,70,0,0
A8,A8,Navistar,normal,34.136119,-117.865339,Glendora,California,0,0,1
A2,A2,Ford,normal,33.19587,-117.379483,Oceanside,California,16,0,0
A4,A4,Kenworth,normal,34.136119,-117.865339,Glendora,California,0,0,1
A3,A3,Ford,normal,34.44805,-119.242889,Ojai,California,70,0,0
A13,A13,Oshkosh,normal,34.579434,-118.116461,Palmdale,California,0,0,1
A77,A77,Ford,normal,38.440467,-122.714431,Santa Rosa,California,62,0,0
A60,A60,Caterpillar,normal,38.161861,-121.611621,Isleton,California,0,0,1
A32,A32,Hino,normal,37.639097,-120.996878,Modesto,California,39,0,0
A62,A62,Ford,normal,37.968812,-121.668008,Knightsen,California,71,0,0
A95,A95,Peterbilt,normal,37.941325,-122.484704,San Quentin,California,64,0,0
A55,A55,Caterpillar,normal,38.716687,-121.364422,Antelope,California,31,0,0
A31,A31,Kenworth,normal,38.716687,-121.364422,Antelope,California,56,0,0
A41,A41,Navistar,normal,39.409608,-123.355566,Willits,California,20,0,0
A29,A29,Ford,normal,37.441883,-122.143019,Palo Alto,California,22,0,0
A40,A40,Ford,normal,37.957702,-121.29078,Stockton,California,57,0,0
A84,A84,Freightliner,normal,36.471865,-6.196595,San Fernando,California,68,0,0
A10,A10,Peterbilt,normal,40.761243,-123.994778,Kneeland,California,17,0,0
A75,A75,Hino,normal,33.19587,-117.379483,Oceanside,California,54,0,0
A59,A59,Ford,normal,32.715329,-117.157255,San Diego,California,20,0,0
A49,A49,Caterpillar,normal,33.846404,-118.046731,La Palma,California,0,0,1
A97,A97,Caterpillar,normal,39.409608,-123.355566,Willits,California,17,0,0
A47,A47,Peterbilt,normal,37.639097,-120.996878,Modesto,California,34,0,0
A26,A26,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,39,0,0
A61,A61,Freightliner,normal,39.409608,-123.355566,Willits,California,35,0,0
A12,A12,Caterpillar,normal,39.017396,-122.057748,Arbuckle,California,43,0,0
A11,A11,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
A33,A33,Caterpillar,normal,38.36408,-122.524149,Glen Ellen,California,19,0,0
A90,A90,Ford,normal,38.440467,-122.714431,Santa Rosa,California,52,0,0
A96,A96,Peterbilt,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
A54,A54,Western Star,normal,39.230151,-121.136075,Rough and Ready,California,45,0,0
A35,A35,Ford,normal,37.968812,-121.668008,Knightsen,California,0,0,1
A37,A37,Kenworth,normal,34.354166,-119.059271,Santa Paula,California,54,0,0
A91,A91,Navistar,normal,39.409608,-123.355566,Willits,California,0,0,1
A64,A64,Kenworth,normal,37.957702,-121.29078,Stockton,California,75,0,0
A32,A32,Hino,normal,38.716687,-121.364422,Antelope,California,17,0,0
A2,A2,Ford,normal,33.19587,-117.379483,Oceanside,California,23,0,0
A64,A64,Kenworth,normal,37.941325,-122.484704,San Quentin,California,42,0,0
A87,A87,Kenworth,normal,38.161861,-121.611621,Isleton,California,50,0,0
A6,A6,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,15,0,0
A91,A91,Navistar,normal,40.761243,-123.994778,Kneeland,California,0,0,1
A14,A14,Crane,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
A90,A90,Ford,normal,38.716687,-121.364422,Antelope,California,75,0,0
A40,A40,Ford,normal,39.017396,-122.057748,Arbuckle,California,32,0,0
A90,A90,Ford,normal,34.019454,-118.491191,Santa Monica,California,0,0,1
A91,A91,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,27,0,0
A94,A94,Volvo,normal,33.683947,-117.794694,Irvine,California,60,0,0
A84,A84,Freightliner,normal,34.500831,-117.185876,Apple Valley,California,64,0,0
A89,A89,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0
A83,A83,Oshkosh,normal,37.941325,-122.484704,San Quentin,California,58,0,0
A34,A34,Freightliner,normal,33.663357,-116.310009,La Quinta,California,0,0,1
A95,A95,Peterbilt,normal,39.409608,-123.355566,Willits,California,0,0,1
A44,A44,Peterbilt,normal,32.61768,-116.187424,Jacumba,California,0,0,1
A44,A44,Peterbilt,normal,38.752124,-121.288006,Roseville,California,35,0,0
A10,A10,Peterbilt,normal,38.161861,-121.611621,Isleton,California,70,0,0
A33,A33,Caterpillar,normal,37.941325,-122.484704,San Quentin,California,36,0,0
A14,A14,Crane,normal,38.161861,-121.611621,Isleton,California,58,0,0
A15,A15,Ford,normal,36.977173,-121.899402,Aptos,California,66,0,0
A93,A93,Navistar,normal,38.716687,-121.364422,Antelope,California,57,0,0
A5,A5,Hino,normal,38.716687,-121.364422,Antelope,California,0,0,1
A67,A67,Ford,normal,32.61768,-116.187424,Jacumba,California,21,0,0
A79,A79,Volvo,normal,38.805462,-123.017223,Cloverdale,California,74,0,0
A43,A43,Peterbilt,unsafe following distance,38.440467,-122.714431,Santa Rosa,California,54,1,0
A69,A69,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
A75,A75,Hino,normal,32.61768,-116.187424,Jacumba,California,45,0,0
A99,A99,Peterbilt,normal,37.957702,-121.29078,Stockton,California,46,0,0
A86,A86,Ford,normal,34.019454,-118.491191,Santa Monica,California,45,0,0
A29,A29,Ford,normal,38.36408,-122.524149,Glen Ellen,California,54,0,0
A67,A67,Ford,normal,34.019454,-118.491191,Santa Monica,California,75,0,0
A96,A96,Peterbilt,normal,37.484938,-119.966284,Mariposa,California,73,0,0
A31,A31,Kenworth,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0
A55,A55,Caterpillar,normal,37.957702,-121.29078,Stockton,California,50,0,0
A24,A24,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
A74,A74,Kenworth,normal,38.130197,-121.272447,Lodi,California,45,0,0
A28,A28,Caterpillar,normal,32.715329,-117.157255,San Diego,California,37,0,0
A44,A44,Peterbilt,unsafe following distance,39.017396,-122.057748,Arbuckle,California,54,1,0
A67,A67,Ford,normal,33.683947,-117.794694,Irvine,California,37,0,0
A68,A68,Navistar,normal,38.161861,-121.611621,Isleton,California,0,0,1
A39,A39,Caterpillar,normal,34.953034,-120.435719,Santa Maria,California,48,0,0
A67,A67,Ford,normal,39.017396,-122.057748,Arbuckle,California,75,0,0
A44,A44,Peterbilt,normal,32.61768,-116.187424,Jacumba,California,0,0,1
A20,A20,Western Star,normal,36.977173,-121.899402,Aptos,California,49,0,0
A15,A15,Ford,normal,39.230151,-121.136075,Rough and Ready,California,62,0,0
A25,A25,Volvo,normal,33.19587,-117.379483,Oceanside,California,59,0,0
A52,A52,Ford,normal,33.683947,-117.794694,Irvine,California,39,0,0
A5,A5,Hino,normal,32.715329,-117.157255,San Diego,California,68,0,0
A41,A41,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A80,A80,Peterbilt,normal,34.44805,-119.242889,Ojai,California,60,0,0
A61,A61,Freightliner,normal,38.799703,-121.720574,Knights Landing,California,55,0,0
A28,A28,Caterpillar,normal,38.693723,-119.779683,Markleeville,California,45,0,0
A35,A35,Ford,normal,34.136119,-117.865339,Glendora,California,23,0,0
A91,A91,Navistar,normal,38.161861,-121.611621,Isleton,California,68,0,0
A84,A84,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,54,0,0
A28,A28,Caterpillar,normal,38.297538,-122.286865,Napa,California,0,0,1
A74,A74,Kenworth,normal,36.852455,-121.401602,Hollister,California,53,0,0
A26,A26,Peterbilt,normal,34.44805,-119.242889,Ojai,California,0,0,1
A16,A16,Navistar,normal,39.017396,-122.057748,Arbuckle,California,20,0,0
A36,A36,Ford,normal,34.579434,-118.116461,Palmdale,California,44,0,0
A26,A26,Peterbilt,normal,33.743076,-117.109197,Homeland,California,75,0,0
A89,A89,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,73,0,0
A67,A67,Ford,unsafe following distance,37.957702,-121.29078,Stockton,California,31,1,0
A15,A15,Ford,normal,36.977173,-121.899402,Aptos,California,61,0,0
A57,A57,Freightliner,normal,38.019366,-122.134132,Martinez,California,17,0,0
A58,A58,Ford,normal,34.136119,-117.865339,Glendora,California,69,0,0
A13,A13,Oshkosh,normal,38.752124,-121.288006,Roseville,California,27,0,0
A61,A61,Freightliner,normal,39.409608,-123.355566,Willits,California,0,0,1
A64,A64,Kenworth,normal,38.440467,-122.714431,Santa Rosa,California,39,0,0
A83,A83,Oshkosh,normal,37.941325,-122.484704,San Quentin,California,23,0,0
A55,A55,Caterpillar,normal,37.639097,-120.996878,Modesto,California,63,0,0
A34,A34,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A43,A43,Peterbilt,normal,36.977173,-121.899402,Aptos,California,19,0,0
A99,A99,Peterbilt,normal,38.161861,-121.611621,Isleton,California,45,0,0
A45,A45,Caterpillar,normal,38.161861,-121.611621,Isleton,California,54,0,0
A2,A2,Ford,normal,37.441883,-122.143019,Palo Alto,California,52,0,0
A83,A83,Oshkosh,normal,38.805462,-123.017223,Cloverdale,California,41,0,0
A17,A17,Western Star,normal,38.130197,-121.272447,Lodi,California,0,0,1
A79,A79,Volvo,normal,37.941325,-122.484704,San Quentin,California,60,0,0
A77,A77,Ford,normal,36.746842,-119.772587,Fresno,California,23,0,0
A63,A63,Ford,normal,38.716687,-121.364422,Antelope,California,53,0,0
A80,A80,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
A30,A30,Ford,normal,40.58654,-122.391675,Redding,California,69,0,0
A85,A85,Ford,normal,37.968812,-121.668008,Knightsen,California,62,0,0
A82,A82,Caterpillar,normal,37.639097,-120.996878,Modesto,California,18,0,0
A83,A83,Oshkosh,normal,37.941325,-122.484704,San Quentin,California,56,0,0
A98,A98,Volvo,normal,38.805462,-123.017223,Cloverdale,California,54,0,0
A98,A98,Volvo,normal,38.805462,-123.017223,Cloverdale,California,43,0,0
A81,A81,Peterbilt,normal,35.373292,-119.018712,Bakersfield,California,38,0,0
A25,A25,Volvo,lane departure,38.805462,-123.017223,Cloverdale,California,41,1,0
A86,A86,Ford,normal,37.957702,-121.29078,Stockton,California,0,0,1
A19,A19,Caterpillar,normal,36.977173,-121.899402,Aptos,California,27,0,0
A25,A25,Volvo,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1
A42,A42,Volvo,normal,38.799703,-121.720574,Knights Landing,California,67,0,0
A58,A58,Ford,normal,39.409608,-123.355566,Willits,California,39,0,0
A19,A19,Caterpillar,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
A38,A38,Hino,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A48,A48,Peterbilt,normal,36.471865,-6.196595,San Fernando,California,0,0,1
A72,A72,Caterpillar,normal,38.019366,-122.134132,Martinez,California,0,0,1
A57,A57,Freightliner,normal,38.161861,-121.611621,Isleton,California,21,0,0
A65,A65,Hino,normal,40.563763,-122.238892,Palo Cedro,California,42,0,0
A64,A64,Kenworth,normal,37.957702,-121.29078,Stockton,California,58,0,0
A94,A94,Volvo,normal,39.409608,-123.355566,Willits,California,0,0,1
A62,A62,Ford,overspeed,39.017396,-122.057748,Arbuckle,California,81,1,0
A1,A1,Freightliner,normal,35.098865,-120.612393,Oceano,California,34,0,0
A8,A8,Navistar,normal,37.962146,-122.345526,San Pablo,California,22,0,0
A67,A67,Ford,normal,36.471865,-6.196595,San Fernando,California,57,0,0
A50,A50,Oshkosh,normal,34.136119,-117.865339,Glendora,California,68,0,0
A24,A24,Navistar,normal,38.693723,-119.779683,Markleeville,California,47,0,0
A57,A57,Freightliner,normal,33.663357,-116.310009,La Quinta,California,68,0,0
A40,A40,Ford,normal,33.683947,-117.794694,Irvine,California,53,0,0
A64,A64,Kenworth,normal,34.020011,-117.949508,La Puente,California,40,0,0
A20,A20,Western Star,normal,38.440467,-122.714431,Santa Rosa,California,43,0,0
A99,A99,Peterbilt,normal,38.019366,-122.134132,Martinez,California,55,0,0
A13,A13,Oshkosh,normal,37.957702,-121.29078,Stockton,California,70,0,0
A57,A57,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A52,A52,Ford,normal,37.941325,-122.484704,San Quentin,California,0,0,1
A51,A51,Crane,normal,35.098865,-120.612393,Oceano,California,62,0,0
A38,A38,Hino,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0
A27,A27,Peterbilt,normal,34.136119,-117.865339,Glendora,California,52,0,0
A13,A13,Oshkosh,normal,33.846404,-118.046731,La Palma,California,60,0,0
A74,A74,Kenworth,normal,32.715329,-117.157255,San Diego,California,31,0,0
A73,A73,Oshkosh,normal,38.40765,-122.947713,Occidental,California,20,0,0
A71,A71,Peterbilt,normal,38.752124,-121.288006,Roseville,California,0,0,1
A49,A49,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,28,0,0
A68,A68,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,55,0,0
A91,A91,Navistar,normal,37.441883,-122.143019,Palo Alto,California,45,0,0
A17,A17,Western Star,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
A63,A63,Ford,unsafe following distance,32.61768,-116.187424,Jacumba,California,0,1,1
A94,A94,Volvo,normal,38.716687,-121.364422,Antelope,California,31,0,0
A78,A78,Navistar,normal,38.130197,-121.272447,Lodi,California,64,0,0
A79,A79,Volvo,normal,34.435829,-119.827639,Goleta,California,43,0,0
A81,A81,Peterbilt,normal,37.77493,-122.419416,San Francisco,California,49,0,0
A36,A36,Ford,normal,33.846404,-118.046731,La Palma,California,51,0,0
A26,A26,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,54,0,0
A83,A83,Oshkosh,normal,37.441883,-122.143019,Palo Alto,California,53,0,0
A20,A20,Western Star,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A70,A70,Peterbilt,normal,34.106676,-117.806726,San Dimas,California,26,0,0
A30,A30,Ford,normal,38.161861,-121.611621,Isleton,California,58,0,0
A89,A89,Caterpillar,normal,37.639097,-120.996878,Modesto,California,44,0,0
A64,A64,Kenworth,normal,40.761243,-123.994778,Kneeland,California,36,0,0
A10,A10,Peterbilt,unsafe following distance,34.435829,-119.827639,Goleta,California,43,1,0
A44,A44,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,22,0,0
A23,A23,Ford,normal,39.145725,-121.591355,Marysville,California,61,0,0
A2,A2,Ford,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A13,A13,Oshkosh,normal,33.846404,-118.046731,La Palma,California,48,0,0
A95,A95,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
A44,A44,Peterbilt,normal,32.811161,-115.380264,Holtville,California,54,0,0
A43,A43,Peterbilt,normal,36.852455,-121.401602,Hollister,California,23,0,0
A22,A22,Caterpillar,normal,39.409608,-123.355566,Willits,California,55,0,0
A39,A39,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,75,0,0
A86,A86,Ford,normal,33.846404,-118.046731,La Palma,California,54,0,0
A3,A3,Ford,normal,38.019366,-122.134132,Martinez,California,42,0,0
A68,A68,Navistar,normal,34.500831,-117.185876,Apple Valley,California,53,0,0
A22,A22,Caterpillar,normal,33.743076,-117.109197,Homeland,California,45,0,0
A35,A35,Ford,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
A72,A72,Caterpillar,normal,38.161861,-121.611621,Isleton,California,20,0,0
A46,A46,Volvo,normal,32.715329,-117.157255,San Diego,California,31,0,0
A68,A68,Navistar,normal,37.957702,-121.29078,Stockton,California,0,0,1
A41,A41,Navistar,normal,40.761243,-123.994778,Kneeland,California,48,0,0
A50,A50,Oshkosh,unsafe following distance,32.715329,-117.157255,San Diego,California,43,1,0
A5,A5,Hino,normal,38.693723,-119.779683,Markleeville,California,0,0,1
A98,A98,Volvo,normal,37.441883,-122.143019,Palo Alto,California,27,0,0
A9,A9,Volvo,normal,39.409608,-123.355566,Willits,California,36,0,0
A97,A97,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A87,A87,Kenworth,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
A60,A60,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A64,A64,Kenworth,normal,33.846404,-118.046731,La Palma,California,25,0,0
A30,A30,Ford,normal,36.977173,-121.899402,Aptos,California,0,0,1
A42,A42,Volvo,normal,39.409608,-123.355566,Willits,California,45,0,0
A55,A55,Caterpillar,normal,38.297538,-122.286865,Napa,California,35,0,0
A60,A60,Caterpillar,normal,38.161861,-121.611621,Isleton,California,25,0,0
A11,A11,Peterbilt,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
A45,A45,Caterpillar,normal,38.161861,-121.611621,Isleton,California,71,0,0
A31,A31,Kenworth,normal,39.230151,-121.136075,Rough and Ready,California,33,0,0
A21,A21,Hino,normal,36.471865,-6.196595,San Fernando,California,54,0,0
A42,A42,Volvo,normal,36.977173,-121.899402,Aptos,California,0,0,1
